"","mean","standard_dev","result_id","person_id","result_label"
"49",-0.650811171713904,0.540945292570207,"4","1","SITTING"
"50",-0.649183828508021,0.53706050295003,"4","1","SITTING"
"51",-0.645873390263993,0.54763664848657,"4","1","SITTING"
"52",-0.603132382210214,0.537159920077927,"6","1","LAYING"
"53",-0.634715269611943,0.549550628318783,"6","1","LAYING"
"54",-0.633303775152923,0.55826811730882,"6","1","LAYING"
"55",-0.643603751138253,0.552753344676024,"6","1","LAYING"
"56",-0.657309994401426,0.539928071694045,"6","1","LAYING"
"57",-0.649761720088289,0.545210660147411,"6","1","LAYING"
"58",-0.64246215870713,0.550371446691306,"6","1","LAYING"
"59",-0.654821388556328,0.540702148011027,"6","1","LAYING"
"60",-0.650407582471176,0.547693677034985,"6","1","LAYING"
"61",-0.640711357536364,0.561358413748803,"6","1","LAYING"
"62",-0.649275767327451,0.54823695132761,"6","1","LAYING"
"63",-0.647666652908556,0.556785972416828,"6","1","LAYING"
"64",-0.645282174283244,0.553407790334245,"6","1","LAYING"
"65",-0.55111433523672,0.539108906165006,"6","1","LAYING"
"66",-0.607154223268984,0.564290524787672,"6","1","LAYING"
"67",-0.511076301806774,0.511860660935226,"6","1","LAYING"
"68",-0.489405698459358,0.522162339376204,"6","1","LAYING"
"69",-0.583101213003922,0.531707837505849,"6","1","LAYING"
"70",-0.532658563961622,0.506771741853206,"6","1","LAYING"
"71",-0.379584599360071,0.502255574175702,"6","1","LAYING"
"72",-0.380870733689127,0.499262160637474,"6","1","LAYING"
"73",-0.536864262049002,0.539560273583551,"6","1","LAYING"
"74",-0.613548256128627,0.542792216097341,"6","1","LAYING"
"75",-0.630347922547237,0.54312580742208,"6","1","LAYING"
"76",-0.637217588987219,0.558492963327653,"6","1","LAYING"
"77",-0.648395693625187,0.546930965945706,"6","1","LAYING"
"78",-0.657808604004278,0.540801976965456,"6","1","LAYING"
"79",-0.373762232922353,0.46247154958928,"1","1","WALKING"
"80",-0.336874138709626,0.448117779825302,"1","1","WALKING"
"81",-0.341955119642424,0.455458406295008,"1","1","WALKING"
"82",-0.303804710649643,0.447900159231145,"1","1","WALKING"
"83",-0.303013392548841,0.452446846054534,"1","1","WALKING"
"84",-0.314193721670945,0.446778203370729,"1","1","WALKING"
"85",-0.334004255122638,0.458665921866671,"1","1","WALKING"
"86",-0.317855160262977,0.452838092033099,"1","1","WALKING"
"87",-0.368292665177166,0.462333708040472,"1","1","WALKING"
"88",-0.337928328406061,0.451507349882868,"1","1","WALKING"
"89",-0.344280113168663,0.446759604664245,"1","1","WALKING"
"90",-0.320794428905348,0.445361448243404,"1","1","WALKING"
"91",-0.303972551243832,0.458524849668562,"1","1","WALKING"
"92",-0.290712416360036,0.445391198036582,"1","1","WALKING"
"93",-0.298929348282496,0.449136635318647,"1","1","WALKING"
"94",-0.303826568447665,0.454304709121924,"1","1","WALKING"
"95",-0.308141080567879,0.448232249963136,"1","1","WALKING"
"96",-0.303307946885027,0.438374965412827,"1","1","WALKING"
"97",-0.297645063976114,0.452877999801023,"1","1","WALKING"
"98",-0.313297681915508,0.440879077909829,"1","1","WALKING"
"99",-0.309874409699393,0.445541650602518,"1","1","WALKING"
"100",-0.296184399174064,0.447806055469905,"1","1","WALKING"
"101",-0.309934396000356,0.446192533661772,"1","1","WALKING"
"102",-0.25937103576738,0.440983340925284,"1","1","WALKING"
"103",-0.283384731214617,0.446232896083186,"1","1","WALKING"
"104",-0.293289650625134,0.46189325204559,"1","1","WALKING"
"105",-0.302374811990553,0.456340174555883,"1","1","WALKING"
"106",-0.335428887950463,0.453778771998605,"1","1","WALKING"
"107",-0.312844901594547,0.448867057503995,"1","1","WALKING"
"108",-0.293470167709661,0.445041306865753,"1","1","WALKING"
"109",-0.303096162593654,0.440934782819376,"1","1","WALKING"
"110",-0.306718902846168,0.448052732051627,"1","1","WALKING"
"111",-0.316400444072193,0.454294954663729,"1","1","WALKING"
"112",-0.271843978214838,0.453319579455896,"1","1","WALKING"
"113",-0.311396886112834,0.455104158371457,"1","1","WALKING"
"114",-0.320567937059964,0.445393756960384,"1","1","WALKING"
"115",-0.329810664737308,0.458057300963807,"1","1","WALKING"
"116",-0.317740158423119,0.446788963117256,"1","1","WALKING"
"117",-0.33209124773328,0.454644005415269,"1","1","WALKING"
"118",-0.340893880442977,0.458211197269922,"1","1","WALKING"
"119",-0.355583521639875,0.450273954399841,"1","1","WALKING"
"120",-0.37308955880943,0.457879202640634,"1","1","WALKING"
"121",-0.365736922235258,0.456063261520369,"1","1","WALKING"
"122",-0.353605203906239,0.453151865285584,"1","1","WALKING"
"123",-0.331673127488948,0.460606257877184,"1","1","WALKING"
"124",-0.338066160478788,0.452854852016772,"1","1","WALKING"
"125",-0.353360423243012,0.452535492473421,"1","1","WALKING"
"126",-0.370323264121569,0.463159302217422,"3","1","WALKING_DOWNSTAIRS"
"127",-0.338439935266845,0.461583326174594,"3","1","WALKING_DOWNSTAIRS"
"128",-0.308922332447986,0.453282072946403,"3","1","WALKING_DOWNSTAIRS"
"129",-0.315078175887701,0.452465674214366,"3","1","WALKING_DOWNSTAIRS"
"130",-0.313216781375045,0.462399517030197,"3","1","WALKING_DOWNSTAIRS"
"131",-0.270754499540107,0.460783186288268,"3","1","WALKING_DOWNSTAIRS"
"132",-0.281071154208271,0.451492510565899,"3","1","WALKING_DOWNSTAIRS"
"133",-0.333185643285027,0.463740290977185,"3","1","WALKING_DOWNSTAIRS"
"134",-0.340185273725116,0.472805471125437,"3","1","WALKING_DOWNSTAIRS"
"135",-0.206452124034225,0.449423806965096,"3","1","WALKING_DOWNSTAIRS"
"136",-0.259164636374153,0.459453437603349,"3","1","WALKING_DOWNSTAIRS"
"137",-0.218841448402852,0.443625356317213,"3","1","WALKING_DOWNSTAIRS"
"138",-0.235468066469786,0.45436976151837,"3","1","WALKING_DOWNSTAIRS"
"139",-0.272233622698915,0.445480940577563,"3","1","WALKING_DOWNSTAIRS"
"140",-0.295037280055579,0.457887776688873,"3","1","WALKING_DOWNSTAIRS"
"141",-0.272141863630873,0.440939043971378,"3","1","WALKING_DOWNSTAIRS"
"142",-0.288803158151337,0.463142331078683,"3","1","WALKING_DOWNSTAIRS"
"143",-0.329682861209091,0.46494021756245,"3","1","WALKING_DOWNSTAIRS"
"144",-0.306863171714189,0.463627144965167,"3","1","WALKING_DOWNSTAIRS"
"145",-0.280197479114242,0.443590992928281,"3","1","WALKING_DOWNSTAIRS"
"146",-0.262398364941176,0.444546427736744,"3","1","WALKING_DOWNSTAIRS"
"147",-0.304449578732843,0.441411435884382,"3","1","WALKING_DOWNSTAIRS"
"148",-0.339946259758119,0.450681343371251,"3","1","WALKING_DOWNSTAIRS"
"149",-0.342486142951693,0.458565421241878,"3","1","WALKING_DOWNSTAIRS"
"150",-0.345712652141711,0.459095444051744,"3","1","WALKING_DOWNSTAIRS"
"151",-0.414945052816756,0.485444602400986,"2","1","WALKING_UPSTAIRS"
"152",-0.422460407929234,0.488318520648588,"2","1","WALKING_UPSTAIRS"
"153",-0.426081073997326,0.477874539770977,"2","1","WALKING_UPSTAIRS"
"154",-0.387398101309091,0.477373382303622,"2","1","WALKING_UPSTAIRS"
"155",-0.394069809623886,0.482907657422829,"2","1","WALKING_UPSTAIRS"
"156",-0.412121767498752,0.481074815515736,"2","1","WALKING_UPSTAIRS"
"157",-0.408316749521693,0.481969365037258,"2","1","WALKING_UPSTAIRS"
"158",-0.404038610680749,0.487781714835384,"2","1","WALKING_UPSTAIRS"
"159",-0.406510593090731,0.488815269242173,"2","1","WALKING_UPSTAIRS"
"160",-0.419521982631194,0.492160801565137,"2","1","WALKING_UPSTAIRS"
"161",-0.406128790024724,0.484704602355888,"2","1","WALKING_UPSTAIRS"
"162",-0.402744410549554,0.476954205554402,"2","1","WALKING_UPSTAIRS"
"163",-0.440213136544563,0.477705040854858,"2","1","WALKING_UPSTAIRS"
"164",-0.426745215417112,0.475192798224687,"2","1","WALKING_UPSTAIRS"
"165",-0.425139530605615,0.496644614662434,"2","1","WALKING_UPSTAIRS"
"166",-0.450282820124777,0.503233313094863,"2","1","WALKING_UPSTAIRS"
"167",-0.452109281001426,0.496490891061348,"2","1","WALKING_UPSTAIRS"
"168",-0.425222517622121,0.500061549734614,"2","1","WALKING_UPSTAIRS"
"169",-0.407129555193761,0.495346578955014,"2","1","WALKING_UPSTAIRS"
"170",-0.405909181138859,0.490961744886222,"2","1","WALKING_UPSTAIRS"
"171",-0.405577391498396,0.484870622615339,"2","1","WALKING_UPSTAIRS"
"172",-0.433140853583422,0.475200239288322,"2","1","WALKING_UPSTAIRS"
"173",-0.434402810309447,0.472572274410885,"2","1","WALKING_UPSTAIRS"
"174",-0.414162597054724,0.477035584889676,"2","1","WALKING_UPSTAIRS"
"175",-0.429206523387701,0.491334019765478,"2","1","WALKING_UPSTAIRS"
"176",-0.412749380813369,0.482499105425137,"2","1","WALKING_UPSTAIRS"
"177",-0.620231283567897,0.564415384966892,"5","1","STANDING"
"178",-0.648524571674314,0.525324441090524,"5","1","STANDING"
"179",-0.640339340744456,0.534074438360112,"5","1","STANDING"
"180",-0.639752451485205,0.524460992521421,"5","1","STANDING"
"181",-0.643945778319733,0.520847843416786,"5","1","STANDING"
"182",-0.641331502423422,0.528202839071595,"5","1","STANDING"
"183",-0.639125460840535,0.544457117834034,"5","1","STANDING"
"184",-0.661468583944029,0.526948720691792,"5","1","STANDING"
"185",-0.647720072602496,0.534684091098522,"5","1","STANDING"
"186",-0.642683387466239,0.538913007417433,"5","1","STANDING"
"187",-0.65648480414726,0.537081579106876,"5","1","STANDING"
"188",-0.660113242157112,0.529130371251529,"5","1","STANDING"
"189",-0.662150270288922,0.525272888737044,"5","1","STANDING"
"190",-0.647116539650267,0.538666611794763,"5","1","STANDING"
"191",-0.610900215743975,0.557185652130957,"5","1","STANDING"
"192",-0.631851254701604,0.560581922620368,"5","1","STANDING"
"193",-0.630324706428075,0.561875079605252,"5","1","STANDING"
"194",-0.655954573917825,0.531603551888494,"5","1","STANDING"
"195",-0.65178931873262,0.541922885900444,"5","1","STANDING"
"196",-0.64845921724795,0.552596741537959,"5","1","STANDING"
"197",-0.653188077657576,0.541482177539272,"5","1","STANDING"
"198",-0.656201602472727,0.545223990956644,"5","1","STANDING"
"199",-0.657113236233333,0.543413441618278,"5","1","STANDING"
"200",-0.659709480040802,0.53362860673822,"5","1","STANDING"
"201",-0.653948985988414,0.544028585956142,"5","1","STANDING"
"202",-0.660423626211408,0.534308180893789,"5","1","STANDING"
"203",-0.60674762713,0.547550881688085,"4","1","SITTING"
"204",-0.618771254217094,0.563020139620995,"4","1","SITTING"
"205",-0.629987304706239,0.559582036457499,"4","1","SITTING"
"206",-0.6381942675082,0.55019142681712,"4","1","SITTING"
"207",-0.644223990455437,0.553789737661056,"4","1","SITTING"
"208",-0.649022220608984,0.553390387064869,"4","1","SITTING"
"209",-0.641330444183244,0.560153073654145,"4","1","SITTING"
"210",-0.644160506654545,0.555512075325941,"4","1","SITTING"
"211",-0.648466457780856,0.550112183041673,"4","1","SITTING"
"212",-0.648525589853904,0.551393008843198,"4","1","SITTING"
"213",-0.652972726403672,0.547852015663372,"4","1","SITTING"
"214",-0.609745205895615,0.540389757412166,"6","1","LAYING"
"215",-0.627691338142424,0.545232850916422,"6","1","LAYING"
"216",-0.641564182922638,0.553742474379156,"6","1","LAYING"
"217",-0.633821019702317,0.561422651542353,"6","1","LAYING"
"218",-0.648313763757754,0.547744062532396,"6","1","LAYING"
"219",-0.65290230903672,0.543525140703729,"6","1","LAYING"
"220",-0.646415384535419,0.546939821435888,"6","1","LAYING"
"221",-0.646221573722282,0.548124313451554,"6","1","LAYING"
"222",-0.643904192490321,0.555728524779117,"6","1","LAYING"
"223",-0.649461478259893,0.543660864086691,"6","1","LAYING"
"224",-0.647793512279804,0.549804995563107,"6","1","LAYING"
"225",-0.653916573370945,0.541728803883153,"6","1","LAYING"
"226",-0.60935184472893,0.539195164207537,"4","1","SITTING"
"227",-0.627487751687772,0.549378982025847,"4","1","SITTING"
"228",-0.637513476817611,0.539343213685242,"4","1","SITTING"
"229",-0.640910922330303,0.543554876061455,"4","1","SITTING"
"230",-0.641656781856506,0.546793195755847,"4","1","SITTING"
"231",-0.651651370752941,0.540974988692487,"4","1","SITTING"
"232",-0.65072411635057,0.538522119248434,"4","1","SITTING"
"233",-0.646997031258467,0.54898887856545,"4","1","SITTING"
"234",-0.652108368672192,0.549630813798396,"4","1","SITTING"
"235",-0.651640721026203,0.548022797018867,"4","1","SITTING"
"236",-0.651585342241533,0.54676845748372,"4","1","SITTING"
"237",-0.648552384350677,0.534531391404324,"4","1","SITTING"
"238",-0.434659234827825,0.507751043865194,"6","1","LAYING"
"239",-0.488388291288592,0.548320744199204,"6","1","LAYING"
"240",-0.61820096846221,0.530280912512661,"6","1","LAYING"
"241",-0.612308613927504,0.539181165352991,"6","1","LAYING"
"242",-0.617589792814759,0.539189847529797,"6","1","LAYING"
"243",-0.634969924791622,0.544298568758916,"6","1","LAYING"
"244",-0.656557488517825,0.528598209705816,"6","1","LAYING"
"245",-0.646886874536007,0.5358692056396,"6","1","LAYING"
"246",-0.628115168416399,0.543200301314024,"6","1","LAYING"
"247",-0.608343518730838,0.574868150260995,"6","1","LAYING"
"248",-0.616747210849554,0.554566736579302,"6","1","LAYING"
"249",-0.380561496143672,0.456453949947352,"1","1","WALKING"
"250",-0.348665108373048,0.453419683168285,"1","1","WALKING"
"251",-0.339493937845633,0.446066469871898,"1","1","WALKING"
"252",-0.338178109817112,0.447704094394572,"1","1","WALKING"
"253",-0.334807326051462,0.450286745570157,"1","1","WALKING"
"254",-0.337393509857326,0.448904267912579,"1","1","WALKING"
"255",-0.321945275598021,0.461816391214606,"1","1","WALKING"
"256",-0.340248977043137,0.460129028501349,"1","1","WALKING"
"257",-0.355127713182709,0.465676277582104,"1","1","WALKING"
"258",-0.315210564374332,0.466841795101834,"1","1","WALKING"
"259",-0.324843568015098,0.46074685558451,"1","1","WALKING"
"260",-0.352288577881818,0.454258676980425,"1","1","WALKING"
"261",-0.340453513413012,0.45111636736819,"1","1","WALKING"
"262",-0.32415964421426,0.45002584847165,"1","1","WALKING"
"263",-0.325194166636185,0.451506276074419,"1","1","WALKING"
"264",-0.304188127793048,0.450192362211504,"1","1","WALKING"
"265",-0.302389739504831,0.456095092170096,"1","1","WALKING"
"266",-0.337705882233512,0.451343160385234,"1","1","WALKING"
"267",-0.339162712578289,0.452364711811656,"1","1","WALKING"
"268",-0.282071559359483,0.448673305103757,"1","1","WALKING"
"269",-0.266074875692513,0.44382671377648,"1","1","WALKING"
"270",-0.280156542551337,0.451176863689691,"1","1","WALKING"
"271",-0.315476639258467,0.453292690881476,"1","1","WALKING"
"272",-0.284375201315508,0.451661924014101,"1","1","WALKING"
"273",-0.293726932533333,0.458307341568559,"1","1","WALKING"
"274",-0.286591356914082,0.460460294969803,"1","1","WALKING"
"275",-0.311631374667201,0.456267717997025,"1","1","WALKING"
"276",-0.335850235525686,0.457424845937484,"1","1","WALKING"
"277",-0.352395206693405,0.457241990312703,"1","1","WALKING"
"278",-0.31057771928082,0.450932341500723,"1","1","WALKING"
"279",-0.312974281963975,0.465141244727717,"1","1","WALKING"
"280",-0.351589902645811,0.455506684635744,"1","1","WALKING"
"281",-0.347210913801783,0.462313189366852,"1","1","WALKING"
"282",-0.347017691328111,0.456487495037333,"1","1","WALKING"
"283",-0.31590897285,0.46271181068365,"1","1","WALKING"
"284",-0.299812566083779,0.462928923428376,"1","1","WALKING"
"285",-0.321429542123886,0.461108025394827,"1","1","WALKING"
"286",-0.354647828915686,0.454031629606985,"1","1","WALKING"
"287",-0.345469980818966,0.45440070430512,"1","1","WALKING"
"288",-0.312780068597326,0.449949229421624,"1","1","WALKING"
"289",-0.276196599155258,0.45340627592333,"1","1","WALKING"
"290",-0.249326508424242,0.446787172807255,"1","1","WALKING"
"291",-0.271711299661497,0.441005102257228,"1","1","WALKING"
"292",-0.302502846966506,0.445845217243812,"1","1","WALKING"
"293",-0.261363131319073,0.453442513287844,"1","1","WALKING"
"294",-0.262046949526435,0.452663050269955,"1","1","WALKING"
"295",-0.332225161341711,0.448953299095455,"1","1","WALKING"
"296",-0.335468632529768,0.44855239222896,"1","1","WALKING"
"297",-0.400459508364492,0.471433287905955,"3","1","WALKING_DOWNSTAIRS"
"298",-0.32922103644123,0.469458842574503,"3","1","WALKING_DOWNSTAIRS"
"299",-0.287686872888414,0.454941361041497,"3","1","WALKING_DOWNSTAIRS"
"300",-0.222394948186988,0.451178269202206,"3","1","WALKING_DOWNSTAIRS"
"301",-0.282118790824742,0.447202566785918,"3","1","WALKING_DOWNSTAIRS"
"302",-0.336042682909677,0.455617970191776,"3","1","WALKING_DOWNSTAIRS"
"303",-0.324811861175455,0.462036743738973,"3","1","WALKING_DOWNSTAIRS"
"304",-0.418098341882068,0.490070770144709,"2","1","WALKING_UPSTAIRS"
"305",-0.413105474502674,0.488697860446915,"2","1","WALKING_UPSTAIRS"
"306",-0.388451085786096,0.490314849672042,"2","1","WALKING_UPSTAIRS"
"307",-0.394189854372586,0.491283722279912,"2","1","WALKING_UPSTAIRS"
"308",-0.404611142277701,0.493670298762235,"2","1","WALKING_UPSTAIRS"
"309",-0.387516122583957,0.477472328911152,"2","1","WALKING_UPSTAIRS"
"310",-0.388642399177005,0.472771411150459,"2","1","WALKING_UPSTAIRS"
"311",-0.399493139717807,0.479317976075316,"2","1","WALKING_UPSTAIRS"
"312",-0.393959422484617,0.484780466477295,"2","1","WALKING_UPSTAIRS"
"313",-0.392443222808021,0.491160678707127,"2","1","WALKING_UPSTAIRS"
"314",-0.406484250869875,0.489336553789633,"2","1","WALKING_UPSTAIRS"
"315",-0.391210732036364,0.482259485447153,"2","1","WALKING_UPSTAIRS"
"316",-0.360029635660784,0.469157938967621,"2","1","WALKING_UPSTAIRS"
"317",-0.385133888930303,0.480082120082988,"2","1","WALKING_UPSTAIRS"
"318",-0.394412828957041,0.470491292355048,"2","1","WALKING_UPSTAIRS"
"319",-0.377399686999822,0.477490302307871,"2","1","WALKING_UPSTAIRS"
"320",-0.383811778479501,0.491197839842109,"2","1","WALKING_UPSTAIRS"
"321",-0.4065353547959,0.484460618604009,"2","1","WALKING_UPSTAIRS"
"322",-0.420647933312834,0.494942686079919,"2","1","WALKING_UPSTAIRS"
"323",-0.426543226447772,0.500222619814042,"2","1","WALKING_UPSTAIRS"
"324",-0.387492214384314,0.476770323370927,"2","1","WALKING_UPSTAIRS"
"325",-0.379820745393761,0.480000529596878,"2","1","WALKING_UPSTAIRS"
"326",-0.411608695958324,0.488835095195107,"2","1","WALKING_UPSTAIRS"
"327",-0.403057873053476,0.473751024751176,"2","1","WALKING_UPSTAIRS"
"328",-0.390883635586453,0.476330726800834,"2","1","WALKING_UPSTAIRS"
"329",-0.394367031822282,0.495240182569238,"2","1","WALKING_UPSTAIRS"
"330",-0.404542899486631,0.483094744612909,"2","1","WALKING_UPSTAIRS"
"331",-0.31926800043631,0.470394736998569,"3","1","WALKING_DOWNSTAIRS"
"332",-0.289819922136488,0.461570701397476,"3","1","WALKING_DOWNSTAIRS"
"333",-0.259405620942353,0.452490741752308,"3","1","WALKING_DOWNSTAIRS"
"334",-0.264791869726381,0.45147114806002,"3","1","WALKING_DOWNSTAIRS"
"335",-0.307299873726667,0.456227049066471,"3","1","WALKING_DOWNSTAIRS"
"336",-0.295449293237077,0.44278876387128,"3","1","WALKING_DOWNSTAIRS"
"337",-0.282303277118717,0.449673983975359,"3","1","WALKING_DOWNSTAIRS"
"338",-0.286822048209447,0.458115937890935,"3","1","WALKING_DOWNSTAIRS"
"339",-0.32854353252959,0.458659322191349,"3","1","WALKING_DOWNSTAIRS"
"340",-0.267349974051872,0.45653450185637,"3","1","WALKING_DOWNSTAIRS"
"341",-0.268418256500713,0.447823913937308,"3","1","WALKING_DOWNSTAIRS"
"342",-0.31772642508221,0.449459183220689,"3","1","WALKING_DOWNSTAIRS"
"343",-0.3204257776859,0.454893703922303,"3","1","WALKING_DOWNSTAIRS"
"344",-0.267821962532709,0.445053163280342,"3","1","WALKING_DOWNSTAIRS"
"345",-0.268068566801069,0.451288219983141,"3","1","WALKING_DOWNSTAIRS"
"346",-0.313130322645651,0.453711354164216,"3","1","WALKING_DOWNSTAIRS"
"347",-0.293652153983422,0.465696078893662,"3","1","WALKING_DOWNSTAIRS"
"348",-0.534310978637611,0.516580240728129,"5","3","STANDING"
"349",-0.617255763401503,0.530094074061853,"5","3","STANDING"
"350",-0.656620101736898,0.523583726560745,"5","3","STANDING"
"351",-0.632769796911533,0.531070478580283,"5","3","STANDING"
"352",-0.62253238301975,0.515516162112416,"5","3","STANDING"
"353",-0.611683194640998,0.512273640443728,"5","3","STANDING"
"354",-0.601634454647415,0.517568166239449,"5","3","STANDING"
"355",-0.611196424124777,0.504545253108567,"5","3","STANDING"
"356",-0.595368891565348,0.507734307600408,"5","3","STANDING"
"357",-0.593005277749554,0.499186303542467,"5","3","STANDING"
"358",-0.590378829767914,0.504496260950467,"5","3","STANDING"
"359",-0.607621635656328,0.512463345075987,"5","3","STANDING"
"360",-0.626932492186096,0.512601939877146,"5","3","STANDING"
"361",-0.630728662047112,0.503051552650694,"5","3","STANDING"
"362",-0.614947549480927,0.510131121022899,"5","3","STANDING"
"363",-0.614170470640285,0.512081275569752,"5","3","STANDING"
"364",-0.578778751556738,0.555929012942746,"5","3","STANDING"
"365",-0.61732234226697,0.549492089171983,"5","3","STANDING"
"366",-0.635413110592692,0.544520848381441,"5","3","STANDING"
"367",-0.652166145360784,0.525640585658057,"5","3","STANDING"
"368",-0.643685278947594,0.522391321772598,"5","3","STANDING"
"369",-0.639248157954629,0.524676537021412,"5","3","STANDING"
"370",-0.642050195056524,0.524113775030434,"5","3","STANDING"
"371",-0.650745784798931,0.516084023541457,"5","3","STANDING"
"372",-0.645899218987701,0.533842411667501,"5","3","STANDING"
"373",-0.651690935435294,0.540027260202103,"5","3","STANDING"
"374",-0.649782277227273,0.541673981447652,"5","3","STANDING"
"375",-0.65283898798066,0.54742110430965,"5","3","STANDING"
"376",-0.649649898889305,0.549176991007136,"5","3","STANDING"
"377",-0.646539091710873,0.552091666366285,"5","3","STANDING"
"378",-0.645544585103743,0.519836185541257,"5","3","STANDING"
"379",-0.558616034380392,0.557236892239304,"4","3","SITTING"
"380",-0.601853901635829,0.563451755449454,"4","3","SITTING"
"381",-0.627645285291087,0.543945694089459,"4","3","SITTING"
"382",-0.640516964778431,0.528411522416257,"4","3","SITTING"
"383",-0.65174608894615,0.530486260464626,"4","3","SITTING"
"384",-0.645504949413904,0.531017227578421,"4","3","SITTING"
"385",-0.572089111122816,0.558698781355176,"4","3","SITTING"
"386",-0.562961340550759,0.540646468168916,"4","3","SITTING"
"387",-0.570447175172193,0.519968156007109,"4","3","SITTING"
"388",-0.603515952449661,0.557870622781362,"4","3","SITTING"
"389",-0.607513831921676,0.560634407046603,"4","3","SITTING"
"390",-0.613664324960731,0.548104490222765,"4","3","SITTING"
"391",-0.591270822818175,0.523753010600262,"4","3","SITTING"
"392",-0.632198668476595,0.530173175555521,"4","3","SITTING"
"393",-0.645556547831729,0.52440449777559,"4","3","SITTING"
"394",-0.648245187117825,0.529762341662495,"4","3","SITTING"
"395",-0.647943535988414,0.529541784396529,"4","3","SITTING"
"396",-0.646593044516399,0.531474467380363,"4","3","SITTING"
"397",-0.6563873416,0.532291676883003,"4","3","SITTING"
"398",-0.655388430350624,0.520861078917023,"4","3","SITTING"
"399",-0.652669946989127,0.516082342928825,"4","3","SITTING"
"400",-0.648294388738324,0.525164328344457,"4","3","SITTING"
"401",-0.656229924745276,0.534824282667697,"4","3","SITTING"
"402",-0.643996095056863,0.557209364094385,"4","3","SITTING"
"403",-0.649405411021034,0.548061375906054,"4","3","SITTING"
"404",-0.653080305055758,0.53560534448696,"4","3","SITTING"
"405",-0.582734840001961,0.528721291125484,"6","3","LAYING"
"406",-0.628269028576827,0.520707155651575,"6","3","LAYING"
"407",-0.635361259000624,0.526793973671822,"6","3","LAYING"
"408",-0.649213282875223,0.529979855589702,"6","3","LAYING"
"409",-0.651023040338681,0.523927077482318,"6","3","LAYING"
"410",-0.655433275294367,0.514505876016865,"6","3","LAYING"
"411",-0.650646457142781,0.512353436988267,"6","3","LAYING"
"412",-0.648362342075027,0.512387915096675,"6","3","LAYING"
"413",-0.641656882322638,0.517568357883388,"6","3","LAYING"
"414",-0.630436391004635,0.525708120354086,"6","3","LAYING"
"415",-0.62962989825918,0.533496164274864,"6","3","LAYING"
"416",-0.636739055217112,0.53200482072879,"6","3","LAYING"
"417",-0.641579009926925,0.515882464287237,"6","3","LAYING"
